Minor,Year,Link,Requirements
Digital Arts Communication Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Digital-Arts-Communication-Minor.html,"{'1.': 'at least four of DAC 201/ENGL 203, DAC 202/ENGL 204, DAC 203/ENGL 304, DAC 204, DAC 300/ENGL 303/SPCOM 300, DAC 302, DAC 305, DAC 307, DAC 308, DAC 309, DAC 329/SPCOM 329, DAC 400/ENGL 403,\xa0DAC 403', '2.': 'up to four of:', '3.': 'ENGL 294, ENGL 320, ENGL 392A, ENGL 392B,\xa0ENGL 408A', '4.': 'FINE 130, FINE 228, FINE 232', '5.': 'MUSIC 275', '6.': 'SPCOM 220/THPERF 220, SPCOM 440/THPERF 440', '7.': 'THPERF 243, THPERF 246, THPERF 248, THPERF 278,\xa0THPERF 374, THPERF 379'}"
Digital Arts Communication Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Digital-Arts-Communication-Minor.html,"{'1. at least five DAC courses': ['up to three of:', 'COMMST 220/THPERF 220, COMMST 440/THPERF 440', 'ENGL 294, ENGL 320, ENGL 392A, ENGL 392B,\xa0ENGL 408A', 'FINE 130, FINE 228, FINE 232', 'MUSIC 275', 'THPERF 243, THPERF 246, THPERF 248, THPERF 278,\xa0THPERF 374, THPERF 379']}"
Diploma in Applied Language Studies,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Diploma-in-Applied-Language-Studies.html,{'1. Students enrolled in any degree program or non- or post-degree academic plan may pursue the Diploma in Applied Language Studies. This Diploma may be of particular interest to students who wish to explore issues of second or foreign language teaching and acquisition. The Diploma in Applied Language Studies requires successful completion of a minimum of two academic course units (four courses) in APPLS courses with a minimum cumulative diploma average of 65%.': []}
Diploma in Applied Language Studies,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Diploma-in-Applied-Language-Studies.html,{'1. Students enrolled in any degree program or non- or post-degree academic plan may pursue the Diploma in Applied Language Studies. This Diploma may be of particular interest to students who wish to explore issues of second or foreign language teaching and acquisition. The Diploma in Applied Language Studies requires successful completion of a minimum of two academic course units (four courses) in APPLS courses with a minimum cumulative diploma average of 65%.': []}
Diploma in Black Studies,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Diploma-in-Black-Studies.html,"{'1.': 'BLKST 101, BLKST 102', '2.': 'one of BLKST 230, BLKST 224/SPCOM 224/THPERF 224, BLKST 330', '3. at least two additional BLKST courses (1.0 unit) at the 200-level or above': []}"
Diploma in Black Studies,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Diploma-in-Black-Studies.html,"{'1.': 'BLKST 101, BLKST 102/COMMST 112/THPERF 112/VCULT 112', '2.': 'one of BLKST 230, BLKST 224/COMMST 224/THPERF 224, BLKST 330', '3. at least two additional BLKST courses (1.0 unit) at the 200-level or above': []}"
Diploma in Church Music and Worship,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Diploma-in-Church-Music-and-Worship.html,"{'1.': 'CMW 363/MUSIC 363/RS 357', '2.': 'CMW 364/MUSIC 364/RS 358', '3.': 'RS 240/HIST 235', '4.': 'one of MUSIC 253, MUSIC 254', '5.': 'one of RS 235/JS 235, RS 236/JS 236'}"
Diploma in Church Music and Worship,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Diploma-in-Church-Music-and-Worship.html,"{'1.': 'CMW 363/MUSIC 363/RS 357', '2.': 'CMW 364/MUSIC 364/RS 358', '3.': 'RS 240/HIST 235', '4.': 'one of MUSIC 253, MUSIC 254', '5.': 'one of RS 235/JS 235, RS 236/JS 236'}"
Diploma in Creative Writing,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Diploma-in-Creative-Writing.html,"{'1.': 'ENGL 210C, ENGL 335', '2.': 'two of ENGL 332, ENGL 336, THPERF 366'}"
Diploma in Creative Writing,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Diploma-in-Creative-Writing.html,"{'1.': 'ENGL 210C, ENGL 335', '2.': 'two of ENGL 332, ENGL 336, THPERF 366'}"
Diploma in Dutch Language,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Diploma-in-Dutch-Language.html,"{'1. DUTCH 101, DUTCH 102, and the equivalent of one academic course unit (two courses) in Dutch at the 200-level or higher': []}"
Diploma in Dutch Language,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Diploma-in-Dutch-Language.html,"{'1. DUTCH 101, DUTCH 102, and the equivalent of one academic course unit (two courses) in Dutch at the 200-level or higher': []}"
Diploma in East Asian Studies,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Diploma-in-East-Asian-Studies.html,"{'1.': 'EASIA 100R', '2. four language courses (2.0 units) from CHINA, JAPAN, KOREA (not in the students first language)': [], '3. three courses (1.5 units) from the following:': ['any EASIA course(s) (see Note)', 'GEOG 215', 'HIST 239', 'PSCI 259, PSCI 358, PSCI 479', 'RS 100, RS 204']}"
Diploma in East Asian Studies,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Diploma-in-East-Asian-Studies.html,"{'1.': 'EASIA 100R', '2. two courses (1.0 unit) from EASIA (see Note)': [], '3. one course (0.5 unit) from the following:': ['any additional EASIA course', 'any CHINA course', 'any JAPAN course', 'any KOREA course', 'GEOG 215', 'HIST 239', 'PSCI 259, PSCI 358, PSCI 479', 'RS 100, RS 204']}"
Diploma in Ecological Restoration and Rehabilitation,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ENV-Diploma-Ecological-Restoration-Rehabilitation.html,"{'1.': 'ERS 335', '2.': 'ENVS 469', '3. Four of: BIOL 351, BIOL 354, BIOL\xa0457, BIOL 470, ENVS 300, ENVS 444, ERS\xa0234, ERS 283, ERS 337, ERS 340, ERS 341, ERS 342, ERS 346, ERS 382, ERS 383/BIOL 383, ERS 446, ERS 484/GEOG 404, GEOG 368/PLAN 341, GEOG 381/PLAN 381, GEOG 387/PLAN 387,\xa0GEOG 405, GEOG 456, PLAN 340': []}"
Diploma in Ecological Restoration and Rehabilitation,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ENV-Diploma-Ecological-Restoration-Rehabilitation.html,"{'1. Six courses distributed as follows:': ['ERS 335', 'ENVS 469'], '2. Four of:': ['BIOL 351', 'BIOL 354', 'BIOL\xa0457', 'BIOL 470', 'ENVS 300', 'ENVS 444', 'ERS\xa0234', 'ERS 283 (1.0 unit)', 'ERS 337', 'ERS 340 (1.5 units)', 'ERS 341 (1.5 units)', 'ERS 342 (1.0 unit)', 'ERS 346', 'ERS 382 (1.0 unit)', 'ERS 383/BIOL 383', 'ERS 446', 'ERS 484/GEOG 404', 'GEOG 368/PLAN 341', 'GEOG 381/PLAN 381', 'GEOG 387/PLAN 387', 'GEOG 405 (1.0 unit)', 'GEOG 456 (1.0 unit)', 'PLAN 340']}"
Diploma in English for Multilingual Speakers,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/Diploma-English-for-Multilingual-Speakers.html,"{'1. Students for whom English is an additional language, and who are registered in degree programs or any non- or post-degree academic plan at the University of Waterloo, are eligible to take a Diploma in English for Multilingual Speakers (EMLS).The Diploma in EMLS requires successful completion of a minimum of 2.0 academic course units (four courses) in EMLS with a minimum cumulative average of 65%.': []}"
Diploma in English for Multilingual Speakers,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/Diploma-English-for-Multilingual-Speakers.html,"{'1. Students for whom English is an additional language, and who are registered in degree programs or any non- or post-degree academic plan at the University of Waterloo, are eligible to take a Diploma in English for Multilingual Speakers (EMLS).The Diploma in EMLS requires successful completion of a minimum of 2.0 academic course units (four courses) in EMLS with a minimum cumulative average of 65%.': []}"
Diploma in Environmental Assessment,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ENV-Diploma-Environmental-Assessment.html,"{'1.': 'ERS 215', '2.': 'ERS 315', '3.': 'ERS 415', '4. One course from two of the following lists:': ['List A - Courses that study the biophysical environment: BIOL 351, BIOL 354, BIOL 447, EARTH 342, EARTH 358,\xa0EARTH 458,\xa0ERS 383/BIOL 383, GEOG 405, HLTH 340'], '5. List B - Skills courses on modeling, surveying, and other information gathering and analysis: BIOL 470,\xa0EARTH 456, ENBUS 308, ENVE 573, ENVS 278, ENVS 444, ERS 375, ERS 382,\xa0GEOG 281/PLAN 281, GEOG 319/PLAN 320,\xa0SDS 311R/LS 373/SWREN 311R': ['List C - Courses on related approaches to planning, analysis, and problem solving: BIOL 455, CIVE 230, ECON 255,\xa0ENVE 391, ENVS 201, ENVS 220,\xa0ERS 335, ERS 372, GEOG 356, PACS 202, PACS 313, PACS 323, PLAN 471', 'List D - Courses that involve material useful for case application of environmental assessment and related approaches to planning analysis, and problem solving: ENVE 577, ENVS 350, ENVS 401, ERS 317, ERS 361/GEOG 361, ERS 404/PSCI 432, ERS 462/GEOG 462/PSCI 488, ERS 484/GEOG 404, GEOG 456, GEOG 368/PLAN 341, GEOG 391,\xa0GEOG 407, GEOG 459, PLAN 340, PLAN 432/GEOG 432/HLTH 420, PLAN 440']}"
Diploma in Environmental Assessment,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ENV-Diploma-Environmental-Assessment.html,"{'1. Five courses distributed as follows:': ['ERS 215', 'ERS 315', 'ERS 415'], '2. One course from two of the following lists:': ['List A - Courses that study the biophysical environment:', 'BIOL 351', 'BIOL 354', 'BIOL 383/ERS 383', 'BIOL 447', 'EARTH 342', 'EARTH 358', 'EARTH 458', 'GEOG 405 (1.0 unit)', 'HLTH 340'], '3. List B - Skills courses on modeling, surveying, and other information gathering and analysis:': ['BIOL 470', 'EARTH 456', 'ENBUS 308', 'ENVE 573', 'ENVS 278', 'ENVS 444', 'ERS 375', 'ERS 382 (1.0 unit)', 'GEOG 281/PLAN 281', 'GEOG 319/PLAN 320', 'LS 373/SDS 311R/SWREN 311R', 'List C - Courses on related approaches to planning, analysis, and problem solving:', 'BIOL 455', 'CIVE 230', 'ECON 255', 'ENVE 391/GEOE 391', 'ENVS 201', 'ENVS 220', 'ERS 335', 'ERS 372', 'GEOG 356', 'LS 271/PACS 202', 'LS 319/PACS 323', 'PACS 313', 'PLAN 471', 'List D - Courses that involve material useful for case application of environmental assessment and related approaches to planning analysis, and problem solving:', 'ENVE 577', 'ENVS 350', 'ENVS 401', 'ERS 317', 'ERS 361/GEOG 361', 'ERS 404/PSCI 432', 'ERS 462/GEOG 462/PSCI 488', 'ERS 484/GEOG 404', 'GEOG 456', 'GEOG 368/PLAN 341', 'GEOG 391', 'GEOG 407', 'GEOG 432/HLTH 420/PLAN 432', 'GEOG 459', 'PLAN 340', 'PLAN 440']}"
Diploma in Fundamentals of Anti-Racist Communication,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Diploma-Fundamentals-Anti-Racist-Comm.html,"{'1.': 'BLKST 103, BLKST 203, BLKST 308', '2.': 'one of\xa0BLKST 201, BLKST 202, BLKST 210, BLKST 230, BLKST 240, BLKST 244/ENGL 244, BLKST 303, BLKST 310, BLKST 399 (see Note), BLKST 410'}"
Diploma in Fundamentals of Anti-Racist Communication,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Diploma-Fundamentals-Anti-Racist-Comm.html,"{'1.': 'BLKST 103, BLKST 203/ENGL 225, BLKST 308/ENGL 373', '2.': 'one of\xa0BLKST 201, BLKST 202, BLKST 210/ENGL 326, BLKST 230, BLKST 240/ENGL 327, BLKST 244/ENGL 328, BLKST 303, BLKST 310/ENGL 375, BLKST 399 (see Note), BLKST 410/ENGL 405'}"
Diploma in Future Cities,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ENV-Diploma-Future-Cities.html,"{'1.': 'ENVS 210', '2.': 'ENVS 310 or STV 305', '3.': 'ENVS 410 (1.0 unit)', '4. One of: EARTH 122, ENGL 208B, ENGL 248, ENVS 195, GEOG 203, GEOG 219, HLTH 370, PHIL 228, PHIL 259, PLAN 100, PSYCH 372, RS 285, SCI 201, SOC 369J, STV 100': []}"
Diploma in Future Cities,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ENV-Diploma-Future-Cities.html,"{'1.': '2.5 units distributed as follows:', '2.': 'ENVS 210', '3. One of:': ['ENVS 310', 'STV 305', 'ENVS 410 (1.0 unit)'], '4. One of:': ['EARTH 122', 'ENGL 208B', 'ENGL 248/ERS 288', 'ENVS 195', 'ERS 294/RS 285', 'GEOG 203', 'GEOG 219', 'HLTH 370', 'PHIL 228', 'PHIL 259', 'PLAN 100', 'PSYCH 372', 'SCI 201', 'SOC 369J', 'STV 100']}"
Diploma in Gender and Social Justice,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Diploma-in-Gender-and-Social-Justice.html,{'1. Students enrolled in any non- or post-degree academic plan may pursue the Diploma in Gender and Social Justice.The Diploma in Gender and Social Justice requires successful completion of a minimum of\xa0three academic course units (six courses) in\xa0GSJ with a minimum cumulative diploma average of 65%.': []}
Diploma in Gender and Social Justice,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Diploma-in-Gender-and-Social-Justice.html,{'1. Students enrolled in any non- or post-degree academic plan may pursue the Diploma in Gender and Social Justice.The Diploma in Gender and Social Justice requires successful completion of a minimum of\xa0three academic course units (six courses) in\xa0GSJ with a minimum cumulative diploma average of 65%.': []}
Diploma in German Language,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Diploma-in-German-Language.html,"{'1. Students registered in degree programs or any non- or post-degree academic plan may pursue the Diploma in German Language.Students must successfully complete two academic course units (four courses) in GER, with the exclusion of courses taught in English, with a minimum cumulative diploma average of 70%.Many German (GER) courses are taught in English and require no knowledge of German; these courses are so identified by their course descriptions.': []}"
Diploma in German Language,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Diploma-in-German-Language.html,"{'1. Students enrolled in degree programs or any non- or post-degree academic plan may pursue the Diploma in German Language.Students must successfully complete two academic course units (four courses) in GER, with the exclusion of courses taught in English, with a minimum cumulative diploma average of 70%.': []}"
Diploma in Gerontology,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/HEA-Diploma-in-Gerontology1.html,"{'1. Completion of a minimum of two years (four terms, total of 10.0 units) or equivalent of post-secondary study prior to beginning the diploma program.': ['BIOL 130,\xa0HLTH 103, or their equivalents, within the past five years.']}"
Diploma in Gerontology,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/HEA-Diploma-in-Gerontology1.html,"{'1. Required courses (1.0 unit)': ['GERON 201/HLTH 201', 'GERON 400/HLTH 400'], '2. Restricted elective courses (2.5 units):': ['GERON 218/HLTH 218/PSYCH 218, GERON 245/HLTH 245, GERON 310/HLTH 310/KIN 310, GERON 320/HLTH 320, GERON 352/HLTH 352/KIN 352/REC 362/SOC 352, GERON 355/BIOL 355, GERON 401A and GERON 401B', 'HLTH 253/SOC 253, HLTH 380/GSJ 380, HLTH 420/GEOG 432/PLAN 432, HLTH 451', 'KIN 342, KIN 343, KIN 359, KIN 406, KIN 407, KIN 418, KIN 422, KIN 429', 'PHIL 226, PHIL 319J, PHIL 321J', 'PSYCH 398', 'REC 361', 'RS 266, RS 387', 'SDS 367R', 'SOC 248', 'SOCWK 240R', 'A statistics course (0.5 unit) from: HLTH 204, ARTS 280, KIN 232, PSYCH 292, REC 371, SDS 250R/SWREN 250R, SOC 280/LS 280, STAT 202, STAT 221, STAT 231']}"
