Major,Year,Link,Requirements
Computational Mathematics,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Computational-Mathematics1.html,"{'1. One of': ['MATH 237 Calculus 3 for Honours Mathematics', 'MATH 247 Calculus 3 (Advanced Level)'], '2. One of': ['MATH 239 Introduction to Combinatorics', 'MATH 249 Introduction to Combinatorics (Advanced Level)'], '3. All of': ['AMATH 242/CS 371 Introduction to Computational Mathematics', 'CS 230 Introduction to Computers and Computer Systems', 'CS 234 Data Types and Structures'], '4. Two of the following foundational courses, with different subject codes (AMATH, CO, CS, PMATH, or STAT)': ['AMATH 250 Introduction to Differential Equations or AMATH 251 Introduction to Differential Equations (Advanced Level) or AMATH 350 Differential Equations for Business and Economics', 'CO 250 Introduction to Optimization or CO 255 Introduction to Optimization (Advanced Level) (see Note 2)', 'CS 245 Logic and Computation or CS 245E Logic and Computation (Enriched) or  PMATH 330 Introduction to Mathematical Logic', 'CS 246 Object-Oriented Software Development or CS 246E Object-Oriented Software Development (Enriched)'], '5. Two courses from the following list of core courses': ['AMATH 342 Computational Methods for Differential Equations', 'CO 353 Computational Discrete Optimization or CO 367 Nonlinear Optimization', 'CS 475 Computational Linear Algebra', 'PMATH 370 Chaos and Fractals', 'STAT 340 Stochastic Simulation Methods or STAT 341 Computational Statistics and Data Analysis'], '6. Four additional courses, that may include any of the courses on the core courses list above, or may be chosen from the following list, using at least two different subject codes (from AMATH, CO, CS, PMATH, and STAT), and at least two of which must be 400-level courses': ['AMATH 343 Discrete Models in Applied Mathematics', 'AMATH 382/BIOL 382 Computational Modelling of Cellular Systems (see Note 3)', 'AMATH 383 Introduction to Mathematical Biology', 'AMATH 391 From Fourier to Wavelets', 'AMATH 442 Computational Methods for Partial Differential Equations', 'AMATH 455 Control Theory', 'AMATH 477 Stochastic Processes for Applied Mathematics', 'CO 351 Network Flow Theory', 'CO 370 Deterministic OR Models', 'CO 372 Portfolio Optimization Models', 'CO 450 Combinatorial Optimization', 'CO 452 Integer Programming', 'CO 454 Scheduling', 'CO 456 Introduction to Game Theory', 'CO 463 Convex Optimization and Analysis', 'CO 466 Continuous Optimization', 'CO 471 Semidefinite Optimization', 'CO 485 The Mathematics of Public-Key Cryptography', 'CO 487 Applied Cryptography', 'CS 341 Algorithms', 'CS 431 Data-Intensive Distributed Analytics or CS 451 Data-Intensive Distributed Computing', 'CS 466 Algorithm Design and Analysis', 'CS 476 Numerical Computation for Financial Modeling', 'CS 479 Neural Networks', 'CS 480 Introduction to Machine Learning', 'CS 482 Computational Techniques in Biological Sequence Analysis', 'CS 485 Statistical and Computational Foundations of Machine Learning', 'CS 487 Introduction to Symbolic Computation', 'STAT 440 Computational Inference', 'STAT 441 Statistical Learning - Classification', 'STAT 442 Data Visualization', 'STAT 444 Statistical Learning - Advanced Regression'], '7. Three (1.5 units) non-math courses, at least one of which must be at the 200-, 300-, or 400-level, from exactly one of the following Economics, Engineering, or Science subject codes: AE, BIOL, BME, CHE, CHEM, CIVE, EARTH, ECE, ECON, ENVE, GEOE, ME, MNS, MSCI, MTE, NE, PHYS, SYDE (other course concentrations may be eligible subject to approval by a Computational Mathematics academic advisor).': []}"
Mathematical Studies,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-MS-Degree-Requirements-Mathematical-Studies.html,"{'1. One of': ['CS 115 Introduction to Computer Science 1', 'CS 135 Designing Functional Programs', 'CS 145 Designing Functional Programs (Advanced Level)'], '2. One of': ['CS 116\xa0Introduction to Computer Science 2', 'CS 136 Elementary Algorithm Design and Data Abstraction', 'CS 146 Elementary Algorithm Design and Data Abstraction (Advanced Level)'], '3. One of': ['MATH 135 Algebra for Honours Mathematics', 'MATH 145 Algebra (Advanced Level)'], '4. One of': ['MATH 106 Applied Linear Algebra 1', 'MATH 136 Linear Algebra 1 for Honours Mathematics', 'MATH 146 Linear Algebra 1 (Advanced Level)'], '5. One of': ['MATH 127 Calculus 1 for the Sciences', 'MATH 137 Calculus 1 for Honours Mathematics', 'MATH 147 Calculus 1 (Advanced Level)'], '6. One of': ['MATH 128 Calculus 2 for the Sciences', 'MATH 138 Calculus 2 for Honours Mathematics', 'MATH 148 Calculus 2 (Advanced Level)'], '7. One of': ['MATH 207 Calculus 3 (Non-Specialist Level)', 'MATH 229 Introduction to Combinatorics (Non-Specialist Level)', 'MATH 237 Calculus 3 for Honours Mathematics', 'MATH 247 Calculus 3 (Advanced Level)', 'MATH 239 Introduction to Combinatorics', 'MATH 249 Introduction to Combinatorics (Advanced Level)'], '8. One of': ['MATH 225 Applied Linear Algebra 2', 'MATH 235 Linear Algebra 2 for Honours Mathematics', 'MATH 245 Linear Algebra 2 (Advanced Level)'], '9. One of': ['STAT 220 Probability (Non-Specialist Level)', 'STAT 230 Probability', 'STAT 240 Probability (Advanced Level)'], '10. One of': ['STAT 221 Statistics (Non-Specialist Level)', 'STAT 231 Statistics', 'STAT 241 Statistics (Advanced Level)'], '11. 10 additional 300- or 400-level math courses (5.0 units) from ACTSC, AMATH, CO, CS, MATBUS, MATH, PMATH, or STAT': []}"
Mathematical Studies - Business Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-MS-Business-Specialization.html,"{'1. 24 math courses must be included.': [], '2. The following additional requirements on course selection must be included.': [], '3. One of': ['AFM 272/ACTSC 291 Global Capital Markets and Financial Analysis', 'ACTSC 221 Introductory Financial Mathematics (Non-Specialist Level)', 'ACTSC 231 Introductory Financial Mathematics'], '4. All of': ['AFM 101 Introduction to Financial Accounting', 'AFM 102 Introduction to Managerial Accounting', 'BUS 121W Functional Areas of the Organization', 'CS 330 Management Information Systems', 'ECON 101 Introduction to Microeconomics', 'ECON 102 Introduction to Macroeconomics'], '5. One of': ['AFM 131/ARBUS 101 Introduction to Business in North America', 'BUS 111W Understanding the Business Environment'], '6. One of': ['ARBUS 302/MGMT 244 Principles of Marketing', 'BUS 352W Introduction to Marketing Management'], '7. One of': ['CO 227 Introduction to Optimization (Non-Specialist Level)', 'CO 250 Introduction to Optimization', 'CO 255 Introduction to Optimization (Advanced Level)'], '8. One of': ['CO 327 Deterministic OR Models (Non-Specialist Level)', 'CO 370 Deterministic OR Models'], '9. Two of': ['CS 200 Concepts for Advanced Computer Usage', 'CS 338 Computer Applications in Business: Databases', 'CS 430 Applications Software Engineering', 'STAT 340 Stochastic Simulation Methods'], '10. Three additional courses chosen from': ['LS 271/PACS 202 Conflict Resolution', 'LS 319/PACS 323 Negotiation: Theories and Strategies'], '11. Any AFM, BUS, COMM, ECON, HRM, MSCI, STV courses': [], '12. One of': ['STAT 321 Regression and Forecasting (Non-Specialist Level)', 'STAT 322 Sampling and Experimental Design (Non-Specialist Level)'], '13. Seven additional math courses (3.5 units) from ACTSC, AMATH, CO, CS, MATBUS, MATH, PMATH, or STAT': [], '14. 10 300- or 400-level math courses (5.0 units) from ACTSC, AMATH, CO, CS, MATBUS, MATH, PMATH, or STAT including any taken to satisfy the requirements above': []}"
Computer Science,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Bachelor-of-Computer-Science-1.html,"{'1. One of': ['CS 115 Introduction to Computer Science 1', 'CS 135 Designing Functional Programs', 'CS 145 Designing Functional Programs (Advanced Level)'], '2. One of': ['CS 136 Elementary Algorithm Design and Data Abstraction', 'CS 146 Elementary Algorithm Design and Data Abstraction (Advanced Level)'], '3. One of': ['MATH 127 Calculus 1 for the Sciences', 'MATH 137 Calculus 1 for Honours Mathematics', 'MATH 147 Calculus 1 (Advanced Level)'], '4. One of': ['MATH 128 Calculus 2 for the Sciences', 'MATH 138 Calculus 2 for Honours Mathematics', 'MATH 148 Calculus 2 (Advanced Level)'], '5. One of': ['MATH 135 Algebra for Honours Mathematics', 'MATH 145 Algebra (Advanced Level)'], '6. One of': ['MATH 136 Linear Algebra 1 for Honours Mathematics', 'MATH 146 Linear Algebra 1 (Advanced Level)'], '7. One of': ['MATH 239 Introduction to Combinatorics', 'MATH 249 Introduction to Combinatorics (Advanced Level)'], '8. One of': ['STAT 230 Probability', 'STAT 240 Probability (Advanced Level)'], '9. One of': ['STAT 231 Statistics', 'STAT 241 Statistics (Advanced Level)'], '10. All of': ['CS 136L Tools and Techniques for Software Development', 'CS 240 Data Structures and Data Management or CS 240E Data Structures and Data Management (Enriched)', 'CS 241 Foundations of Sequential Programs  or CS 241E Foundations of Sequential Programs (Enriched)', 'CS 245 Logic and Computation or CS 245E Logic and Computation (Enriched)', 'CS 246 Object-Oriented Software Development or CS 246E Object-Oriented Software Development (Enriched)', 'CS 251 Computer Organization and Design or CS 251E Computer Organization and Design (Enriched)', 'CS 341 Algorithms', 'CS 350 Operating Systems'], '11. Three additional CS courses chosen from CS 340-CS 398, CS 440-CS 489': [], '12. Two additional CS courses chosen from CS 440-CS 489': [], '13. One additional course chosen from': ['CO 487 Applied Cryptography', 'CS 440-CS 498', 'CS 499T Honours Thesis', 'STAT 440 Computational Inference'], '14. CS 600- or 700-level courses': [], '15. Note: CS 600- or 700-level courses may be taken only if an equivalent 400-level course does not exist and special permission is obtained from the instructor and a CS academic advisor. Courses in this list may be counted as CS 0.5 unit.': [], '16. 5.0 non-math units, which must satisfy the following elective breadth and depth requirements': [], '17. Elective breadth requirements': ['1.0 unit of humanities from: CHINA, CLAS, CMW, COMMST,\xa0CROAT, DAC, DUTCH, EASIA, ENGL, FINE, FR, GER, GRK, HIST, HUMSC, ITAL, ITALST, JAPAN, JS, KOREA, LAT, MEDVL, MUSIC, PHIL, PORT, REES, RS, RUSS, SI, SPAN,\xa0THPERF, VCULT', '1.0 unit of social sciences from: AFM, ANTH, APPLS, ARBUS, BET, BUS, COMM, ECON, ENBUS, GEOG, GSJ, HRM, INDEV, INDG, INTST,\xa0LS, MSCI, PACS, PSCI, PSYCH, REC, SDS, SMF, SOC, SOCWK, STV', '0.5 unit of pure sciences from: BIOL, CHEM, EARTH, PHYS, SCI', '0.5 unit pure and applied sciences from: pure sciences plus ENVS, ERS, HEALTH, KIN, MNS, PLAN'], '18. Elective depth requirements': ['1.5 units with the same subject, including at least 0.5 unit at 300-level or higher, or', '1.5 units with the same subject forming a prerequisite chain of length three']}"
Joint Computer Science,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Joint-Bachelor-of-Computer-Science-1.html,"{'1. One of': ['CS 115 Introduction to Computer Science 1', 'CS 135 Designing Functional Programs', 'CS 145 Designing Functional Programs (Advanced Level)'], '2. One of': ['CS 136 Elementary Algorithm Design and Data Abstraction', 'CS 146 Elementary Algorithm Design and Data Abstraction (Advanced Level)'], '3. One of': ['MATH 127 Calculus 1 for the Sciences', 'MATH 137 Calculus 1 for Honours Mathematics', 'MATH 147 Calculus 1 (Advanced Level)'], '4. One of': ['MATH 128 Calculus 2 for the Sciences', 'MATH 138 Calculus 2 for Honours Mathematics', 'MATH 148 Calculus 2 (Advanced Level)'], '5. One of': ['MATH 135 Algebra for Honours Mathematics', 'MATH 145 Algebra (Advanced Level)'], '6. One of': ['MATH 136 Linear Algebra 1 for Honours Mathematics', 'MATH 146 Linear Algebra 1 (Advanced Level)'], '7. One of': ['MATH 239 Introduction to Combinatorics', 'MATH 249 Introduction to Combinatorics (Advanced Level)'], '8. One of': ['STAT 230 Probability', 'STAT 240 Probability (Advanced Level)'], '9. One of': ['STAT 231 Statistics', 'STAT 241 Statistics (Advanced Level)'], '10. All of': ['CS 136L Tools and Techniques for Software Development', 'CS 240 Data Structures and Data Management  or CS 240E Data Structures and Data Management (Enriched)', 'CS 241 Foundations of Sequential Programs or CS 241E Foundations of Sequential Programs (Enriched)', 'CS 245 Logic and Computation  or CS 245E Logic and Computation (Enriched)', 'CS 246 Object-Oriented Software Development or CS 246E Object-Oriented Software Development (Enriched)', 'CS 251 Computer Organization and Design  or CS 251E Computer Organization and Design (Enriched)', 'CS 341 Algorithms', 'CS 350 Operating Systems'], '11. One additional course chosen from CS 340-CS 398, CS 440-CS 489.': [], '12. Two additional courses chosen from CS 440-CS 489, CS 499T.': ['5.0 non-math units, which must satisfy the same restrictions as specified for the Bachelor of Computer Science.']}"
Artificial Intelligence Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Computer-Sci-Artificial-Intelligence-Spec.html,"{'1. All of': ['CS 486 Introduction to Artificial Intelligence', 'CS 492 The Social Implications of Computing', 'CS 480 Introduction to Machine Learning or CS 485 Statistical and Computational Foundations of Machine Learning'], '2. Four additional courses, one of which must be from Mathematics and one from Engineering, from': ['CO 367 Nonlinear Optimization', 'CO 456 Introduction to Game Theory', 'CO 463 Convex Optimization and Analysis', 'CO 466 Continuous Optimization', 'CS 452 Real-time Programming', 'CS 479 Neural Networks', 'CS 480 Introduction to Machine Learning', 'CS 484 Computational Vision', 'CS 485 Statistical and Computational Foundations of Machine Learning', 'STAT 341 Computational Statistics and Data Analysis', 'STAT 440 Computational Inference', 'STAT 441 Statistical Learning - Classification', 'STAT 444 Statistical Learning - Advanced Regression', 'ECE 380 Analog Control Systems or SE 380 Introduction to Feedback Control', 'ECE 423 Embedded Computer Systems', 'ECE 457C Reinforcement Learning', 'ECE 481 Digital Control Systems', 'ECE 486 Robot Dynamics and Control', 'ECE 488 Multivariable Control Systems', 'ECE 495 Autonomous Vehicles', 'MTE 544 Autonomous Mobile Robots', 'SYDE 552/BIOL 487 Computational Neuroscience', 'SYDE 556 Simulating Neurobiological Systems', 'SYDE 572 Introduction to Pattern Recognition']}"
Bioinformatics Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Computer-Sci-Bioinformatics-Spec.html,"{'1. Elective breadth and depth requirements are waived, and': [], '2. Both academic plans include the following additional requirements.': [], '3. All of': ['BIOL 130 Introductory Cell Biology', 'BIOL 130L Cell Biology Laboratory', 'BIOL 239 Genetics', 'BIOL 240 Fundamentals of Microbiology', 'BIOL 240L Microbiology Laboratory', 'BIOL 309 Analytical Methods in Molecular Biology', 'BIOL 365 Methods in Bioinformatics', 'BIOL 465 Structural Bioinformatics', 'CHEM 120 General Chemistry 1', 'CHEM 120L General Chemistry Laboratory 1', 'CHEM 123 General Chemistry 2', 'CHEM 123L General Chemistry Laboratory 2', 'CS 482 Computational Techniques in Biological Sequence Analysis']}"
Business Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Computer-Sci-Business-Spec.html,"{'1. Two of': ['CS 348 Introduction to Database Management', 'CS 454 Distributed Systems', 'CS 490 Information Systems Management'], '2. Six of': ['ACTSC 231 Introductory Financial Mathematics', 'ACTSC 372 Corporate Finance', 'AFM 101 Introduction to Financial Accounting or AFM 123/ARBUS 102 Accounting Information for Managers', 'AFM 102 Introduction to Managerial Accounting', 'AFM 131/ARBUS 101 Introduction to Business in North America or BUS 111W Understanding the Business Environment', 'ARBUS 302/MGMT 244\xa0Principles of Marketing', 'BUS 121W Functional Areas of the Organization', 'BUS 362W Building and Managing Products, Services and Brands', 'BUS 481W Business Policy I', 'BUS 491W Business Policy II', 'COMM 400 Entrepreneurship, Technology and the Emerging Information Economy', 'ECON 101 Introduction to Microeconomics', 'ECON 102 Introduction to Macroeconomics', 'HRM 200 Basic Human Resources Management', 'MGMT 220 Entrepreneurship and the Creative Workplace', 'MSCI 211 Organizational Behaviour or PSYCH 238 Organizational Psychology', 'MSCI 311 Organizational Design and Technology', 'MSCI 452 Decision Making Under Uncertainty']}"
Computational Fine Art Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Computer-Sci-Computational-Fine-Art-Spec.html,"{'1. All of': ['CS 349 User Interfaces', 'CS 383/FINE 383 Computational Digital Art Studio', 'CS 488 Introduction to Computer Graphics'], '2. One first-year studio course from': ['FINE 100 Studio Fundamentals', 'FINE 130 Introduction to Digital Imaging'], '3. One second-year studio course from': ['FINE 228 Design and imaging', 'FINE 247 Expanded Media: Interaction'], '4. One art theory course from': ['FINE 257 Video, New Media and the Digital Turn', 'VCULT 200 Visual Studies Across the Discipline']}"
Digital Hardware Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Computer-Sci-Digital-Hardware-Spec.html,"{'1. Two of': ['CS 452 Real-time Programming', 'CS 454 Distributed Systems', 'CS 456 Computer Networks', 'CS 457 System Performance Evaluation'], '2. One of': ['ECE 224 Embedded Microprocessor Systems', 'MTE 325 Microprocessor Systems and Interfacing for Mechatronics Engineering'], '3. One of': ['ECE 320 Computer Architecture', 'CS 450 Computer Architecture'], '4. One of': ['GENE 123 Electrical Circuits and Instrumentation', 'MTE 120 Circuits'], '5. All of': ['ECE 124 Digital Circuits and Systems', 'ECE 327 Digital Hardware Systems', 'ECE 423 Embedded Computer Systems']}"
Human-Computer Interaction Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Computer-Sci-Human-Computer-Interaction-Spec.html,"{'1. All of': ['CS 349 User Interfaces', 'CS 449 Human-Computer Interaction', 'CS 492 The Social Implications of Computing'], '2. Two of': ['CS 445/ECE 451\xa0or SE 463 Software Requirements Specification and Analysis', 'CS 446/ECE 452\xa0or\xa0SE 464 Software Design and Architectures', 'CS 447/ECE 453\xa0Software Testing, Quality Assurance, and Maintenance or SE 465\xa0Software Testing and Quality Assurance', 'CS 454 Distributed Systems', 'CS 458 Computer Security and Privacy', 'CS 480 Introduction to Machine Learning or CS 485 Statistical and Computational Foundations of Machine Learning', 'CS 484 Computational Vision', 'CS 488 Introduction to Computer Graphics'], '3. Two of': ['ENGL 108D Digital Lives', 'ENGL 293 Introduction to Digital Media Studies', 'ENGL 295 Social Media', 'FINE 150 Appreciation and Expression', 'FINE 257 Video, New Media and the Digital Turn', 'INTEG 251 Creative Thinking', 'KIN 320 Task Analysis', 'PSYCH 207 Cognitive Processes', 'PSYCH 261 Physiological Psychology', 'STAT 332 Sampling and Experimental Design', 'STAT 430 Experimental Design']}"
Software Engineering Specialization,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Computer-Sci-Software-Engineering-Spec.html,"{'1. All of': ['CS 445/ECE 451 Software Requirements Specification and Analysis', 'CS 446/ECE 452 Software Design and Architectures', 'CS 447/ECE 453 Software Testing, Quality Assurance and Maintenance', 'CS 492 The Social Implications of Computing']}"
Data Science,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Bachelor-of-Computer-Science-Data-Science.html,"{'1. One of': ['MATH 235 Linear Algebra 2 for Honours Mathematics', 'MATH 245 Linear Algebra 2 (Advanced Level)'], '2. One of': ['MATH 237 Calculus 3 for Honours Mathematics', 'MATH 247 Calculus 3 (Advanced Level)'], '3. All of': ['CS 348 Introduction to Database Management', 'CS 451 Data-Intensive Distributed Computing', 'STAT 330 Mathematical Statistics', 'STAT 331 Applied Linear Models', 'STAT 341 Computational Statistics and Data Analysis'], '4. One of': ['CS 480 Introduction to Machine Learning', 'CS 485 Statistical and Computational Foundations of Machine Learning', 'CS 486 Introduction to Artificial Intelligence'], '5. One additional course from the following list': ['CS 448 Database Systems Implementation', 'CS 454 Distributed Systems', 'CS 480 Introduction to Machine Learning', 'CS 485 Statistical and Computational Foundations of Machine Learning', 'CS 486 Introduction to Artificial Intelligence'], '6. Two of': ['STAT 431 Generalized Linear Models and their Applications', 'STAT 440 Computational Inference', 'STAT 441 Statistical Learning - Classification', 'STAT 442 Data Visualization', 'STAT 443 Forecasting', 'STAT 444 Statistical Learning - Advanced Regression']}"
Business Administration and Mathematics,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Bus-Admin-and-Math-Double-Degree-Requirements.html,"{'1. One of': ['CO 250 Introduction to Optimization', 'CO 255 Introduction to Optimization (Advanced Level)'], '2. All of': ['ACTSC 231 Introductory Financial Mathematics', 'CO 370 Deterministic OR Models', 'CS 330 Management Information Systems', 'STAT 371 Applied Linear Models and Process Improvement for Business', 'STAT 372 Survey Sampling and Experimental Design Techniques for Business'], '3. Seven additional 200-, 300-, or 400-level math courses (3.5 units) from ACTSC, AMATH, CO, CS, MATBUS, MATH, PMATH, or STAT': []}"
Business Administration and Computer Science,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Bus-Admin-Computer-Sci-Double-Degree-Reqmnt-1.html,"{'1. One of': ['CS 115 Introduction to Computer Science 1', 'CS 135 Designing Functional Programs', 'CS 145 Designing Functional Programs (Advanced Level)'], '2. One of': ['CS 136 Elementary Algorithm Design and Data Abstraction', 'CS 146 Elementary Algorithm Design and Data Abstraction (Advanced Level)'], '3. One of': ['MATH 127 Calculus 1 for the Sciences', 'MATH 137 Calculus 1 for Honours Mathematics', 'MATH 147 Calculus 1 (Advanced Level)'], '4. One of': ['MATH 128 Calculus 2 for the Sciences', 'MATH 138 Calculus 2 for Honours Mathematics', 'MATH 148 Calculus 2 (Advanced Level)'], '5. One of': ['MATH 135 Algebra for Honours Mathematics', 'MATH 145 Algebra (Advanced Level)'], '6. One of': ['MATH 136 Linear Algebra 1 for Honours Mathematics', 'MATH 146 Linear Algebra 1 (Advanced Level)'], '7. One of': ['MATH 239 Introduction to Combinatorics', 'MATH 249 Introduction to Combinatorics (Advanced Level)'], '8. One of': ['STAT 230 Probability', 'STAT 240\xa0Probability (Advanced Level)'], '9. One of': ['STAT 231 Statistics', 'STAT 241 Statistics (Advanced Level)'], '10. All of': ['CS 136L Tools and Techniques for Software Development', 'CO 250 Introduction to Optimization', 'CS 240 Data Structures and Data Management or CS 240E Data Structures and Data Management (Enriched)', 'CS 241 Foundations of Sequential Programs or CS 241E Foundations of Sequential Program (Enriched)', 'CS 245 Logic and Computation or CS 245E Logic and Computation (Enriched)', 'CS 246 Object-Oriented Software Development or CS 246E Object-Oriented Software Development (Enriched)', 'CS 251 Computer Organization and Design or CS 251E Computer Organization and Design (Enriched)', 'CS 341 Algorithms', 'CS 350 Operating Systems', 'CS 490 Information Systems Management', 'CS 492 The Social Implications of Computing'], '11. Four additional CS courses chosen from CS 340-CS 398, CS 440-CS 489, with at least two chosen from CS 440-CS 489.': []}"
Computing and Financial Management,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Computing-Financial-Mngt-Overview-Degree-Req.html,"{'1. One of': ['CS 115 Introduction to Computer Science 1', 'CS 135 Designing Functional Programs', 'CS 145 Designing Functional Programs (Advanced Level)', 'Note: Computing and Financial Management students normally start in CS 135. Students with strong aptitude may take CS 145 and CS 146. Students who start in CS 115 must take CS 116 as an extra course before taking CS 136.'], '2. One of': ['CS 136 Elementary Algorithm Design and Data Abstraction', 'CS 146 Elementary Algorithm Design and Data Abstraction (Advanced Level)'], '3. One of': ['MATH 135 Algebra for Honours Mathematics', 'MATH 145 Algebra (Advanced Level)'], '4. One of': ['MATH 136 Linear Algebra 1 for Honours Mathematics', 'MATH 146 Linear Algebra 1 (Advanced Level)'], '5. One of': ['MATH 127 Calculus 1 for the Sciences', 'MATH 137 Calculus 1 for Honours Mathematics', 'MATH 147 Calculus 1 (Advanced Level)'], '6. One of': ['MATH 128 Calculus 2 for the Sciences', 'MATH 138 Calculus 2 for Honours Mathematics', 'MATH 148 Calculus 2 (Advanced Level)'], '7. One of': ['MATH 239 Introduction to Combinatorics', 'MATH 249 Introduction to Combinatorics (Advanced Level)'], '8. One of': ['STAT 230 Probability', 'STAT 240 Probability (Advanced Level)'], '9. One of': ['STAT 231 Statistics', 'STAT 241 Statistics (Advanced Level)'], '10. All of': ['AFM 132 Introduction to Business Stages', 'AFM 191 Foundations for Financial Reporting', 'AFM 272/ACTSC 291 Global Capital Markets and Financial Analysis', 'AFM 274 Introduction to Corporate Finance', 'AFM 322 Derivative Securities', 'AFM 424 Equity Investments', 'AFM 425 Fixed Income Securities', 'CFM 101 Introduction to Financial Markets and Data Analytics', 'CFM 301 Financial Data Analytics', 'CS 136L Tools and Techniques for Software Development', 'CS 240 Data Structures and Data Management or CS 240E Data Structures and Data Management (Enriched)', 'CS 241 Foundations of Sequential Programs  or CS 241E Foundations of Sequential Programs (Enriched)', 'CS 245 Logic and Computation or CS 245E Logic and Computation (Enriched)', 'CS 246 Object-Oriented Software Development or CS 246E Object-Oriented Software Development (Enriched)', 'CS 341 Algorithms', 'ECON 101 Introduction to Microeconomics', 'ECON 102 Introduction to Macroeconomics', 'STAT 373 Regression and Forecasting Methods in Finance'], '11. Two of': ['AFM 291 Intermediate Financial Accounting 1'], '12. Any AFM course at the 300- or 400-level not listed above': ['CFM 401 Topics in Financial Technology', 'ECON 201 Microeconomic Theory for Business and Policy', 'ECON 206 Money and Banking 1', 'ECON 207 Economic Growth and Development 1', 'ECON 231 Introduction to International Economics', 'ECON 332 International Finance', 'MGMT 244/ARBUS 302\xa0Principles of Marketing', 'PHIL 215/ARBUS 202 Professional and Business Ethics'], '13. One of these sets of three additional courses:': [], '14. Two additional AFM courses (1.0 unit) at the 300-level or higher, not listed above, and CFM 401 if not taken to fulfil a requirement above.': [], '15. Three additional AFM courses (1.5 units) at the 300-level or higher, not listed above.': [], '16. One additional course from CS 440-CS 498, CO 487': [], '17. Two additional courses from CS 251 or CS 251E, CS 340-CS 398, CS 440-CS 498, CO 487': [], '18. Two of': ['COMMST 223 Public Speaking', 'EMLS 129R/ENGL 129R Written Academic English', 'ENGL 109 Introduction to Academic Writing', 'ENGL 119 Communications in Mathematics and Computer Science'], '19. Four additional courses (2.0 units)': []}"
